,ds,holiday
165,2015-08-30,Sommerferien
166,2015-10-24,Herbstferien
167,2015-10-25,Herbstferien
168,2015-10-26,Herbstferien
169,2015-10-27,Herbstferien
170,2015-10-28,Herbstferien
171,2015-10-29,Herbstferien
172,2015-10-30,Herbstferien
173,2015-10-31,Herbstferien
174,2015-12-21,Weihnachtsferien
175,2015-12-22,Weihnachtsferien
176,2015-12-23,Weihnachtsferien
177,2015-12-24,Weihnachtsferien
178,2015-12-25,Weihnachtsferien
179,2015-12-26,Weihnachtsferien
180,2015-12-27,Weihnachtsferien
181,2015-12-28,Weihnachtsferien
182,2015-12-29,Weihnachtsferien
183,2015-12-30,Weihnachtsferien
184,2015-12-31,Weihnachtsferien
185,2016-01-01,Weihnachtsferien
186,2016-01-02,Weihnachtsferien
187,2016-01-03,Weihnachtsferien
188,2016-02-01,Winterferien
189,2016-02-02,Winterferien
190,2016-02-03,Winterferien
191,2016-02-04,Winterferien
192,2016-02-05,Winterferien
193,2016-02-06,Winterferien
194,2016-02-07,Winterferien
195,2016-02-08,Winterferien
196,2016-02-09,Winterferien
197,2016-02-10,Winterferien
198,2016-02-11,Winterferien
199,2016-02-12,Winterferien
200,2016-02-13,Winterferien
201,2016-02-14,Winterferien
202,2016-03-21,Osterferien
203,2016-03-22,Osterferien
204,2016-03-23,Osterferien
205,2016-03-24,Osterferien
206,2016-03-25,Osterferien
207,2016-03-26,Osterferien
208,2016-03-27,Osterferien
209,2016-03-28,Osterferien
210,2016-03-29,Osterferien
211,2016-03-30,Osterferien
212,2016-03-31,Osterferien
213,2016-05-14,Pfingstferien
214,2016-05-15,Pfingstferien
215,2016-05-16,Pfingstferien
216,2016-05-17,Pfingstferien
217,2016-05-18,Pfingstferien
218,2016-07-25,Sommerferien
219,2016-07-26,Sommerferien
220,2016-07-27,Sommerferien
221,2016-07-28,Sommerferien
222,2016-07-29,Sommerferien
223,2016-07-30,Sommerferien
224,2016-07-31,Sommerferien
225,2016-08-01,Sommerferien
226,2016-08-02,Sommerferien
227,2016-08-03,Sommerferien
228,2016-08-04,Sommerferien
229,2016-08-05,Sommerferien
230,2016-08-06,Sommerferien
231,2016-08-07,Sommerferien
232,2016-08-08,Sommerferien
233,2016-08-09,Sommerferien
234,2016-08-10,Sommerferien
235,2016-08-11,Sommerferien
236,2016-08-12,Sommerferien
237,2016-08-13,Sommerferien
238,2016-08-14,Sommerferien
239,2016-08-15,Sommerferien
240,2016-08-16,Sommerferien
241,2016-08-17,Sommerferien
242,2016-08-18,Sommerferien
243,2016-08-19,Sommerferien
244,2016-08-20,Sommerferien
245,2016-08-21,Sommerferien
246,2016-08-22,Sommerferien
247,2016-08-23,Sommerferien
248,2016-08-24,Sommerferien
249,2016-08-25,Sommerferien
250,2016-08-26,Sommerferien
251,2016-08-27,Sommerferien
252,2016-08-28,Sommerferien
253,2016-08-29,Sommerferien
254,2016-08-30,Sommerferien
255,2016-08-31,Sommerferien
256,2016-09-01,Sommerferien
257,2016-09-02,Sommerferien
258,2016-09-03,Sommerferien
259,2016-09-04,Sommerferien
260,2016-10-24,Herbstferien
261,2016-10-25,Herbstferien
262,2016-10-26,Herbstferien
263,2016-10-27,Herbstferien
264,2016-10-28,Herbstferien
265,2016-10-29,Herbstferien
266,2016-12-22,Weihnachtsferien
267,2016-12-23,Weihnachtsferien
268,2016-12-24,Weihnachtsferien
269,2016-12-25,Weihnachtsferien
270,2016-12-26,Weihnachtsferien
271,2016-12-27,Weihnachtsferien
272,2016-12-28,Weihnachtsferien
273,2016-12-29,Weihnachtsferien
274,2016-12-30,Weihnachtsferien
275,2016-12-31,Weihnachtsferien
276,2017-01-01,Weihnachtsferien
277,2017-01-02,Weihnachtsferien
278,2017-01-03,Weihnachtsferien
279,2017-02-06,Winterferien
280,2017-02-07,Winterferien
281,2017-02-08,Winterferien
282,2017-02-09,Winterferien
283,2017-02-10,Winterferien
284,2017-02-11,Winterferien
285,2017-02-12,Winterferien
286,2017-02-13,Winterferien
287,2017-02-14,Winterferien
288,2017-02-15,Winterferien
289,2017-02-16,Winterferien
290,2017-02-17,Winterferien
291,2017-02-18,Winterferien
292,2017-02-19,Winterferien
293,2017-04-10,Osterferien
294,2017-04-11,Osterferien
295,2017-04-12,Osterferien
296,2017-04-13,Osterferien
297,2017-04-14,Osterferien
298,2017-04-15,Osterferien
299,2017-04-16,Osterferien
300,2017-04-17,Osterferien
301,2017-04-18,Osterferien
302,2017-04-19,Osterferien
303,2017-04-20,Osterferien
304,2017-06-02,Pfingstferien
305,2017-06-03,Pfingstferien
306,2017-06-04,Pfingstferien
307,2017-06-05,Pfingstferien
308,2017-06-06,Pfingstferien
309,2017-06-07,Pfingstferien
310,2017-07-24,Sommerferien
311,2017-07-25,Sommerferien
312,2017-07-26,Sommerferien
313,2017-07-27,Sommerferien
314,2017-07-28,Sommerferien
315,2017-07-29,Sommerferien
316,2017-07-30,Sommerferien
317,2017-07-31,Sommerferien
318,2017-08-01,Sommerferien
319,2017-08-02,Sommerferien
320,2017-08-03,Sommerferien
321,2017-08-04,Sommerferien
322,2017-08-05,Sommerferien
323,2017-08-06,Sommerferien
324,2017-08-07,Sommerferien
325,2017-08-08,Sommerferien
326,2017-08-09,Sommerferien
327,2017-08-10,Sommerferien
328,2017-08-11,Sommerferien
329,2017-08-12,Sommerferien
330,2017-08-13,Sommerferien
331,2017-08-14,Sommerferien
332,2017-08-15,Sommerferien
333,2017-08-16,Sommerferien
334,2017-08-17,Sommerferien
335,2017-08-18,Sommerferien
336,2017-08-19,Sommerferien
337,2017-08-20,Sommerferien
338,2017-08-21,Sommerferien
339,2017-08-22,Sommerferien
340,2017-08-23,Sommerferien
341,2017-08-24,Sommerferien
342,2017-08-25,Sommerferien
343,2017-08-26,Sommerferien
344,2017-08-27,Sommerferien
345,2017-08-28,Sommerferien
346,2017-08-29,Sommerferien
347,2017-08-30,Sommerferien
348,2017-08-31,Sommerferien
349,2017-09-01,Sommerferien
350,2017-09-02,Sommerferien
351,2017-09-03,Sommerferien
352,2017-10-02,Herbstferien
353,2017-10-03,Herbstferien
354,2017-10-23,Herbstferien
355,2017-10-24,Herbstferien
356,2017-10-25,Herbstferien
357,2017-10-26,Herbstferien
358,2017-10-27,Herbstferien
359,2017-10-28,Herbstferien
360,2017-10-29,Herbstferien
361,2017-10-30,Herbstferien
362,2017-10-31,Herbstferien
363,2017-12-21,Weihnachtsferien
364,2017-12-22,Weihnachtsferien
365,2017-12-23,Weihnachtsferien
366,2017-12-24,Weihnachtsferien
367,2017-12-25,Weihnachtsferien
368,2017-12-26,Weihnachtsferien
369,2017-12-27,Weihnachtsferien
370,2017-12-28,Weihnachtsferien
371,2017-12-29,Weihnachtsferien
372,2017-12-30,Weihnachtsferien
373,2017-12-31,Weihnachtsferien
374,2018-01-01,Weihnachtsferien
375,2018-01-02,Weihnachtsferien
376,2018-01-03,Weihnachtsferien
377,2018-01-04,Weihnachtsferien
378,2018-02-05,Winterferien
379,2018-02-06,Winterferien
380,2018-02-07,Winterferien
381,2018-02-08,Winterferien
382,2018-02-09,Winterferien
383,2018-02-10,Winterferien
384,2018-02-11,Winterferien
385,2018-02-12,Winterferien
386,2018-02-13,Winterferien
387,2018-02-14,Winterferien
388,2018-02-15,Winterferien
389,2018-02-16,Winterferien
390,2018-02-17,Winterferien
391,2018-03-26,Osterferien
392,2018-03-27,Osterferien
393,2018-03-28,Osterferien
394,2018-03-29,Osterferien
395,2018-03-30,Osterferien
396,2018-03-31,Osterferien
397,2018-04-01,Osterferien
398,2018-04-02,Osterferien
399,2018-04-03,Osterferien
400,2018-04-04,Osterferien
401,2018-04-05,Osterferien
402,2018-05-11,Pfingstferien
403,2018-05-12,Pfingstferien
404,2018-05-18,Pfingstferien
405,2018-05-19,Pfingstferien
406,2018-05-20,Pfingstferien
407,2018-05-21,Pfingstferien
408,2018-05-22,Pfingstferien
409,2018-05-23,Pfingstferien
410,2018-07-09,Sommerferien
411,2018-07-10,Sommerferien
412,2018-07-11,Sommerferien
413,2018-07-12,Sommerferien
414,2018-07-13,Sommerferien
415,2018-07-14,Sommerferien
416,2018-07-15,Sommerferien
417,2018-07-16,Sommerferien
418,2018-07-17,Sommerferien
419,2018-07-18,Sommerferien
420,2018-07-19,Sommerferien
421,2018-07-20,Sommerferien
422,2018-07-21,Sommerferien
423,2018-07-22,Sommerferien
424,2018-07-23,Sommerferien
425,2018-07-24,Sommerferien
426,2018-07-25,Sommerferien
427,2018-07-26,Sommerferien
428,2018-07-27,Sommerferien
429,2018-07-28,Sommerferien
430,2018-07-29,Sommerferien
431,2018-07-30,Sommerferien
432,2018-07-31,Sommerferien
433,2018-08-01,Sommerferien
434,2018-08-02,Sommerferien
435,2018-08-03,Sommerferien
436,2018-08-04,Sommerferien
437,2018-08-05,Sommerferien
438,2018-08-06,Sommerferien
439,2018-08-07,Sommerferien
440,2018-08-08,Sommerferien
441,2018-08-09,Sommerferien
442,2018-08-10,Sommerferien
443,2018-08-11,Sommerferien
444,2018-08-12,Sommerferien
445,2018-08-13,Sommerferien
446,2018-08-14,Sommerferien
447,2018-08-15,Sommerferien
448,2018-08-16,Sommerferien
449,2018-08-17,Sommerferien
450,2018-08-18,Sommerferien
451,2018-08-19,Sommerferien
452,2018-10-08,Herbstferien
453,2018-10-09,Herbstferien
454,2018-10-10,Herbstferien
455,2018-10-11,Herbstferien
456,2018-10-12,Herbstferien
457,2018-10-13,Herbstferien
458,2018-10-14,Herbstferien
459,2018-11-01,Herbstferien
460,2018-11-02,Herbstferien
461,2018-11-03,Herbstferien
462,2018-12-24,Weihnachtsferien
463,2018-12-25,Weihnachtsferien
464,2018-12-26,Weihnachtsferien
465,2018-12-27,Weihnachtsferien
466,2018-12-28,Weihnachtsferien
467,2018-12-29,Weihnachtsferien
468,2018-12-30,Weihnachtsferien
469,2018-12-31,Weihnachtsferien
470,2019-01-01,Weihnachtsferien
471,2019-01-02,Weihnachtsferien
472,2019-01-03,Weihnachtsferien
473,2019-01-04,Weihnachtsferien
474,2019-01-05,Weihnachtsferien
475,2019-01-06,Weihnachtsferien
